['46923/14370121', '93861/14370121', '140837/14370121', '187867/14370121', '234967/14370121', '282159/14370121', '329461/14370121', '376890/14370121', '424462/14370121', '472227/14370121', '520157/14370121', '568316/14370121', '616709/14370121', '665364/14370121', '714312/14370121', '763577/14370121', '813193/14370121', '863190/14370121', '913608/14370121', '964483/14370121', '1015863/14370121', '1067797/14370121', '1120338/14370121', '1173560/14370121']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
['161641/5408312', '167669/5408312', '520603/16224936', '537815/16224936', '554713/16224936', '40811/1158924', '293893/8112468', '100675/2704156', '4663/121992', '159053/4056234', '652163/16224936', '11721/284648', '35999/853944', '233305/5408312', '119311/2704156', '5503/121992', '187007/4056234', '63691/1352078', '27883/579462', '797365/16224936', '271421/5408312', '831475/16224936', '849071/16224936', '867155/16224936']
